category,emoji,ja,reading,ru,en
food,🥘,味噌汁,misoshiru [misoshiru],мисосиру,miso soup
food,🍩,fresh カレー,fresh-karee [fresh-kare],карэ (fresh),curry (fresh)
food,🍩,grilled 牛丼,grilled-gyuudon [grilled-gyudon],гюдон (grilled),gyudon (grilled)
food,🍡,cold たこ焼き,cold-takoyaki [cold-takoyaki],такояки (cold),takoyaki (cold)
food,🍩,ご飯,gohan [gohan],гохан,rice
food,🍰,fresh お弁当,fresh-obento [fresh-obento],обэнто (fresh),bento (fresh)
food,🍤,sweet 寿司,sweet-sushi [swet-sushi],суши (sweet),sushi (sweet)
food,🥪,mini おにぎり,mini-onigiri [mini-onigiri],онигири (mini),onigiri (mini)
food,🍵,fresh お弁当,fresh-obento [fresh-obento],обэнто (fresh),bento (fresh)
food,🍢,grilled 抹茶,grilled-matcha [grilled-matcha],маття (grilled),matcha (grilled)
food,🍢,steamed おにぎり,steamed-onigiri [steamed-onigiri],онигири (steamed),onigiri (steamed)
food,🍡,そば,soba [soba],соба,soba
food,🥢,mini たまご,mini-tamago [mini-tamago],тамаго (mini),egg (mini)
food,🍛,fresh 餃子,fresh-gyoza [fresh-gyoza],гёдза (fresh),gyoza (fresh)
food,🍜,cold たこ焼き,cold-takoyaki [cold-takoyaki],такояки (cold),takoyaki (cold)
food,🍙,お弁当,obento [obento],обэнто,bento
food,🍤,和菓子,wagashi [wagashi],вагаси,wagashi
food,🍤,ご飯,gohan [gohan],гохан,rice
food,🥘,ラーメン,raamen [ramen],ра́мен,ramen
food,🍢,牛丼,gyuudon [gyudon],гюдон,gyudon
food,🥟,spicy 味噌汁,spicy-misoshiru [spicy-misoshiru],мисосиру (spicy),miso soup (spicy)
food,🍜,ラーメン,raamen [ramen],ра́мен,ramen
food,🍶,刺身,sashimi [sashimi],сашими,sashimi
food,🥮,cold 照り焼き,cold-teriyaki [cold-teriyaki],тэриёки (cold),teriyaki (cold)
food,🥢,roasted 寿司,roasted-sushi [roasted-sushi],суши (roasted),sushi (roasted)
food,🍱,spicy 焼き鳥,spicy-yakitori [spicy-yakitori],якитори (spicy),yakitori (spicy)
food,🍶,fried お弁当,fried-obento [fried-obento],обэнто (fried),bento (fried)
food,🍱,steamed 牛丼,steamed-gyuudon [steamed-gyudon],гюдон (steamed),gyudon (steamed)
food,🥟,fresh 天ぷら,fresh-tempura [fresh-tempura],темпура (fresh),tempura (fresh)
food,🍰,照り焼き,teriyaki [teriyaki],тэриёки,teriyaki
food,🍶,うどん,udon [udon],удон,udon
food,🥟,たまご,tamago [tamago],тамаго,egg
food,🍰,cold うどん,cold-udon [cold-udon],удон (cold),udon (cold)
food,🥟,うどん,udon [udon],удон,udon
food,🍜,fresh お好み焼き,fresh-okonomiyaki [fresh-okonomiyaki],okonomiyaki (fresh),okonomiyaki (fresh)
food,🥘,寿司,sushi [sushi],суши,sushi
food,🥪,寿司,sushi [sushi],суши,sushi
food,🍜,味噌汁,misoshiru [misoshiru],мисосиру,miso soup
food,🥪,天ぷら,tempura [tempura],темпура,tempura
food,🍶,steamed 牛丼,steamed-gyuudon [steamed-gyudon],гюдон (steamed),gyudon (steamed)
food,🍣,sweet 餃子,sweet-gyoza [swet-gyoza],гёдза (sweet),gyoza (sweet)
food,🍰,steamed 餃子,steamed-gyoza [steamed-gyoza],гёдза (steamed),gyoza (steamed)
food,🍩,餃子,gyoza [gyoza],гёдза,gyoza
food,🍛,うどん,udon [udon],удон,udon
food,🍱,cold うどん,cold-udon [cold-udon],удон (cold),udon (cold)
food,🍛,お弁当,obento [obento],обэнто,bento
food,🍛,抹茶,matcha [matcha],маття,matcha
food,🍵,grilled 味噌汁,grilled-misoshiru [grilled-misoshiru],мисосиру (grilled),miso soup (grilled)
food,🥟,焼き鳥,yakitori [yakitori],якитори,yakitori
food,🥪,mini うどん,mini-udon [mini-udon],удон (mini),udon (mini)
food,🍡,照り焼き,teriyaki [teriyaki],тэриёки,teriyaki
food,🥪,たまご,tamago [tamago],тамаго,egg
food,🍵,焼き鳥,yakitori [yakitori],якитори,yakitori
food,🍱,sweet たまご,sweet-tamago [swet-tamago],тамаго (sweet),egg (sweet)
food,🍱,ラーメン,raamen [ramen],ра́мен,ramen
food,🍣,和菓子,wagashi [wagashi],вагаси,wagashi
food,🍩,カレー,karee [kare],карэ,curry
food,🧋,spicy 焼き鳥,spicy-yakitori [spicy-yakitori],якитори (spicy),yakitori (spicy)
food,🍮,cold おにぎり,cold-onigiri [cold-onigiri],онигири (cold),onigiri (cold)
food,🥮,grilled お好み焼き,grilled-okonomiyaki [grilled-okonomiyaki],okonomiyaki (grilled),okonomiyaki (grilled)
food,🍡,steamed お弁当,steamed-obento [steamed-obento],обэнто (steamed),bento (steamed)
food,🍙,spicy たまご,spicy-tamago [spicy-tamago],тамаго (spicy),egg (spicy)
food,🍱,cold ご飯,cold-gohan [cold-gohan],гохан (cold),rice (cold)
food,🥮,grilled カレー,grilled-karee [grilled-kare],карэ (grilled),curry (grilled)
food,🧋,sweet ラーメン,sweet-raamen [swet-ramen],ра́мен (sweet),ramen (sweet)
food,🍮,mini たこ焼き,mini-takoyaki [mini-takoyaki],такояки (mini),takoyaki (mini)
food,🥪,寿司,sushi [sushi],суши,sushi
food,🍛,fried 寿司,fried-sushi [fried-sushi],суши (fried),sushi (fried)
food,🍘,抹茶,matcha [matcha],маття,matcha
food,🍵,fried 味噌汁,fried-misoshiru [fried-misoshiru],мисосиру (fried),miso soup (fried)
food,🍮,抹茶,matcha [matcha],маття,matcha
food,🍮,grilled ラーメン,grilled-raamen [grilled-ramen],ра́мен (grilled),ramen (grilled)
food,🍢,抹茶,matcha [matcha],маття,matcha
food,🥪,roasted そば,roasted-soba [roasted-soba],соба (roasted),soba (roasted)
food,🥪,天ぷら,tempura [tempura],темпура,tempura
food,🍛,spicy 焼き鳥,spicy-yakitori [spicy-yakitori],якитори (spicy),yakitori (spicy)
food,🍩,牛丼,gyuudon [gyudon],гюдон,gyudon
food,🥟,grilled うどん,grilled-udon [grilled-udon],удон (grilled),udon (grilled)
food,🍛,grilled 刺身,grilled-sashimi [grilled-sashimi],сашими (grilled),sashimi (grilled)
food,🍤,牛丼,gyuudon [gyudon],гюдон,gyudon
food,🥘,fresh ご飯,fresh-gohan [fresh-gohan],гохан (fresh),rice (fresh)
food,🥘,cold うどん,cold-udon [cold-udon],удон (cold),udon (cold)
food,🥢,roasted 照り焼き,roasted-teriyaki [roasted-teriyaki],тэриёки (roasted),teriyaki (roasted)
food,🍮,fresh おにぎり,fresh-onigiri [fresh-onigiri],онигири (fresh),onigiri (fresh)
food,🍰,寿司,sushi [sushi],суши,sushi
food,🍜,うどん,udon [udon],удон,udon
food,🍤,cold お弁当,cold-obento [cold-obento],обэнто (cold),bento (cold)
food,🍙,fresh 餃子,fresh-gyoza [fresh-gyoza],гёдза (fresh),gyoza (fresh)
food,🍤,mini たまご,mini-tamago [mini-tamago],тамаго (mini),egg (mini)
food,🥮,寿司,sushi [sushi],суши,sushi
food,🍛,spicy 抹茶,spicy-matcha [spicy-matcha],маття (spicy),matcha (spicy)
food,🥘,roasted 天ぷら,roasted-tempura [roasted-tempura],темпура (roasted),tempura (roasted)
food,🍵,cold たこ焼き,cold-takoyaki [cold-takoyaki],такояки (cold),takoyaki (cold)
food,🍵,with_sauce たまご,with_sauce-tamago [with_sauce-tamago],тамаго (with_sauce),egg (with_sauce)
food,🍛,焼き鳥,yakitori [yakitori],якитори,yakitori
food,🥮,grilled お好み焼き,grilled-okonomiyaki [grilled-okonomiyaki],okonomiyaki (grilled),okonomiyaki (grilled)
food,🥟,sweet ご飯,sweet-gohan [swet-gohan],гохан (sweet),rice (sweet)
food,🍤,cold お好み焼き,cold-okonomiyaki [cold-okonomiyaki],okonomiyaki (cold),okonomiyaki (cold)
food,🥪,mini 刺身,mini-sashimi [mini-sashimi],сашими (mini),sashimi (mini)
food,🍣,sweet 牛丼,sweet-gyuudon [swet-gyudon],гюдон (sweet),gyudon (sweet)
food,🍜,mini 寿司,mini-sushi [mini-sushi],суши (mini),sushi (mini)
food,🍤,おにぎり,onigiri [onigiri],онигири,onigiri
food,🍣,roasted 和菓子,roasted-wagashi [roasted-wagashi],вагаси (roasted),wagashi (roasted)
food,🥢,spicy 餃子,spicy-gyoza [spicy-gyoza],гёдза (spicy),gyoza (spicy)
food,🧋,roasted 牛丼,roasted-gyuudon [roasted-gyudon],гюдон (roasted),gyudon (roasted)
food,🍡,sweet うどん,sweet-udon [swet-udon],удон (sweet),udon (sweet)
food,🍵,そば,soba [soba],соба,soba
food,🍵,お弁当,obento [obento],обэнто,bento
food,🍛,roasted お弁当,roasted-obento [roasted-obento],обэнто (roasted),bento (roasted)
food,🍮,sweet そば,sweet-soba [swet-soba],соба (sweet),soba (sweet)
food,🍶,カレー,karee [kare],карэ,curry
food,🥮,fresh 味噌汁,fresh-misoshiru [fresh-misoshiru],мисосиру (fresh),miso soup (fresh)
food,🍩,grilled カレー,grilled-karee [grilled-kare],карэ (grilled),curry (grilled)
food,🍱,with_sauce お好み焼き,with_sauce-okonomiyaki [with_sauce-okonomiyaki],okonomiyaki (with_sauce),okonomiyaki (with_sauce)
food,🍶,餃子,gyoza [gyoza],гёдза,gyoza
food,🍢,fresh たまご,fresh-tamago [fresh-tamago],тамаго (fresh),egg (fresh)
food,🥟,mini たまご,mini-tamago [mini-tamago],тамаго (mini),egg (mini)
food,🍘,grilled おにぎり,grilled-onigiri [grilled-onigiri],онигири (grilled),onigiri (grilled)
food,🍰,grilled 抹茶,grilled-matcha [grilled-matcha],маття (grilled),matcha (grilled)
food,🥢,with_sauce たまご,with_sauce-tamago [with_sauce-tamago],тамаго (with_sauce),egg (with_sauce)
food,🍮,cold お弁当,cold-obento [cold-obento],обэнто (cold),bento (cold)
food,🍮,餃子,gyoza [gyoza],гёдза,gyoza
food,🥢,grilled 抹茶,grilled-matcha [grilled-matcha],маття (grilled),matcha (grilled)
food,🍣,うどん,udon [udon],удон,udon
food,🍰,roasted 抹茶,roasted-matcha [roasted-matcha],маття (roasted),matcha (roasted)
food,🍡,お弁当,obento [obento],обэнто,bento
food,🍶,sweet 天ぷら,sweet-tempura [swet-tempura],темпура (sweet),tempura (sweet)
food,🍩,mini 味噌汁,mini-misoshiru [mini-misoshiru],мисосиру (mini),miso soup (mini)
food,🍙,天ぷら,tempura [tempura],темпура,tempura
food,🥢,おにぎり,onigiri [onigiri],онигири,onigiri
food,🍩,カレー,karee [kare],карэ,curry
food,🍘,刺身,sashimi [sashimi],сашими,sashimi
food,🥮,grilled 牛丼,grilled-gyuudon [grilled-gyudon],гюдон (grilled),gyudon (grilled)
food,🍵,mini 味噌汁,mini-misoshiru [mini-misoshiru],мисосиру (mini),miso soup (mini)
food,🥢,fresh 照り焼き,fresh-teriyaki [fresh-teriyaki],тэриёки (fresh),teriyaki (fresh)
food,🍢,そば,soba [soba],соба,soba
food,🍤,たこ焼き,takoyaki [takoyaki],такояки,takoyaki
food,🧋,fresh 寿司,fresh-sushi [fresh-sushi],суши (fresh),sushi (fresh)
food,🍮,餃子,gyoza [gyoza],гёдза,gyoza
food,🍵,sweet うどん,sweet-udon [swet-udon],удон (sweet),udon (sweet)
food,🍡,steamed 牛丼,steamed-gyuudon [steamed-gyudon],гюдон (steamed),gyudon (steamed)
food,🍮,おにぎり,onigiri [onigiri],онигири,onigiri
food,🥘,刺身,sashimi [sashimi],сашими,sashimi
food,🍤,寿司,sushi [sushi],суши,sushi
food,🧋,grilled カレー,grilled-karee [grilled-kare],карэ (grilled),curry (grilled)
food,🧋,ご飯,gohan [gohan],гохан,rice
food,🥢,fried 焼き鳥,fried-yakitori [fried-yakitori],якитори (fried),yakitori (fried)
food,🥮,fresh 味噌汁,fresh-misoshiru [fresh-misoshiru],мисосиру (fresh),miso soup (fresh)
food,🍡,fried うどん,fried-udon [fried-udon],удон (fried),udon (fried)
food,🍱,roasted お弁当,roasted-obento [roasted-obento],обэнто (roasted),bento (roasted)
food,🍘,roasted 焼き鳥,roasted-yakitori [roasted-yakitori],якитори (roasted),yakitori (roasted)
food,🍩,spicy 焼き鳥,spicy-yakitori [spicy-yakitori],якитори (spicy),yakitori (spicy)
food,🍣,roasted そば,roasted-soba [roasted-soba],соба (roasted),soba (roasted)
food,🥢,そば,soba [soba],соба,soba
food,🍡,mini 餃子,mini-gyoza [mini-gyoza],гёдза (mini),gyoza (mini)
food,🥘,fried おにぎり,fried-onigiri [fried-onigiri],онигири (fried),onigiri (fried)
food,🍩,おにぎり,onigiri [onigiri],онигири,onigiri
food,🍮,steamed 味噌汁,steamed-misoshiru [steamed-misoshiru],мисосиру (steamed),miso soup (steamed)
food,🥪,fried 寿司,fried-sushi [fried-sushi],суши (fried),sushi (fried)
food,🍣,steamed 抹茶,steamed-matcha [steamed-matcha],маття (steamed),matcha (steamed)
food,🥟,和菓子,wagashi [wagashi],вагаси,wagashi
food,🍰,steamed カレー,steamed-karee [steamed-kare],карэ (steamed),curry (steamed)
food,🍘,焼き鳥,yakitori [yakitori],якитори,yakitori
food,🍵,steamed 餃子,steamed-gyoza [steamed-gyoza],гёдза (steamed),gyoza (steamed)
food,🍰,with_sauce カレー,with_sauce-karee [with_sauce-kare],карэ (with_sauce),curry (with_sauce)
food,🍶,cold うどん,cold-udon [cold-udon],удон (cold),udon (cold)
food,🥘,mini お弁当,mini-obento [mini-obento],обэнто (mini),bento (mini)
food,🍵,fresh お弁当,fresh-obento [fresh-obento],обэнто (fresh),bento (fresh)
food,🥘,steamed うどん,steamed-udon [steamed-udon],удон (steamed),udon (steamed)
food,🥟,fried おにぎり,fried-onigiri [fried-onigiri],онигири (fried),onigiri (fried)
food,🍮,fried 牛丼,fried-gyuudon [fried-gyudon],гюдон (fried),gyudon (fried)
food,🍶,fresh そば,fresh-soba [fresh-soba],соба (fresh),soba (fresh)
culture,🎎,お盆,obon [obon],обон,Obon
culture,🎴,grilled 節分,grilled-setsubun [grilled-setsubun],сэцубун (grilled),Setsubun (grilled)
culture,🎎,浴衣,yukata [yukata],юката,yukata
culture,🎶,mini 着物,mini-kimono [mini-kimono],кимоно (mini),kimono (mini)
culture,🎎,お盆,obon [obon],обон,Obon
culture,🏮,mini 歌舞伎,mini-kabuki [mini-kabuki],кабуки (mini),kabuki (mini)
culture,📿,花見,hanami [hanami],ханами,hanami
culture,🎶,fried 祭り,fried-matsuri [fried-matsuri],мацури (fried),festival (fried)
culture,🎌,盆栽,bonsai [bonsai],бонсаи,bonsai
culture,🎌,spicy 節分,spicy-setsubun [spicy-setsubun],сэцубун (spicy),Setsubun (spicy)
culture,🏮,fried お盆,fried-obon [fried-obon],обон (fried),Obon (fried)
culture,🎎,cold 能,cold-nou [cold-no],ноу (cold),Noh (cold)
culture,🎍,お盆,obon [obon],обон,Obon
culture,🎴,浮世絵,ukiyoe [ukiyoe],укиёэ,ukiyo-e
culture,🎌,mini 祭り,mini-matsuri [mini-matsuri],мацури (mini),festival (mini)
culture,🎴,mini 浮世絵,mini-ukiyoe [mini-ukiyoe],укиёэ (mini),ukiyo-e (mini)
culture,🎏,fried 折り紙,fried-origami [fried-origami],оригами (fried),origami (fried)
culture,🎎,steamed 神社,steamed-jinja [steamed-jinja],дзиндзя (steamed),shrine (steamed)
culture,🎐,fresh 折り紙,fresh-origami [fresh-origami],оригами (fresh),origami (fresh)
culture,🎎,fried 節分,fried-setsubun [fried-setsubun],сэцубун (fried),Setsubun (fried)
culture,📿,着物,kimono [kimono],кимоно,kimono
culture,🎌,fresh 能,fresh-nou [fresh-no],ноу (fresh),Noh (fresh)
culture,🎏,神社,jinja [jinja],дзиндзя,shrine
culture,🪗,寺,tera [tera],тэра,temple
culture,🏮,お盆,obon [obon],обон,Obon
culture,🪗,書道,shodo [shodo],сёдо,calligraphy
culture,🎶,roasted 盆栽,roasted-bonsai [roasted-bonsai],бонсаи (roasted),bonsai (roasted)
culture,🪗,steamed 花見,steamed-hanami [steamed-hanami],ханами (steamed),hanami (steamed)
culture,🎎,steamed 折り紙,steamed-origami [steamed-origami],оригами (steamed),origami (steamed)
culture,🎍,sweet 節分,sweet-setsubun [swet-setsubun],сэцубун (sweet),Setsubun (sweet)
culture,🎌,sweet 歌舞伎,sweet-kabuki [swet-kabuki],кабуки (sweet),kabuki (sweet)
culture,🎶,steamed 寺,steamed-tera [steamed-tera],тэра (steamed),temple (steamed)
culture,🪗,steamed 書道,steamed-shodo [steamed-shodo],сёдо (steamed),calligraphy (steamed)
culture,📿,祭り,matsuri [matsuri],мацури,festival
culture,🎎,寺,tera [tera],тэра,temple
culture,🎏,浮世絵,ukiyoe [ukiyoe],укиёэ,ukiyo-e
culture,🎐,着物,kimono [kimono],кимоно,kimono
culture,🎐,fresh お盆,fresh-obon [fresh-obon],обон (fresh),Obon (fresh)
culture,🎎,spicy 折り紙,spicy-origami [spicy-origami],оригами (spicy),origami (spicy)
culture,🏮,cold 書道,cold-shodo [cold-shodo],сёдо (cold),calligraphy (cold)
culture,🎎,能,nou [no],ноу,Noh
culture,🎏,浴衣,yukata [yukata],юката,yukata
culture,🎴,茶道,sado [sado],садо,tea ceremony
culture,🎐,着物,kimono [kimono],кимоно,kimono
culture,📿,mini 神社,mini-jinja [mini-jinja],дзиндзя (mini),shrine (mini)
culture,🎏,浮世絵,ukiyoe [ukiyoe],укиёэ,ukiyo-e
culture,🪗,grilled 花見,grilled-hanami [grilled-hanami],ханами (grilled),hanami (grilled)
culture,🎎,mini 茶道,mini-sado [mini-sado],садо (mini),tea ceremony (mini)
culture,🎍,grilled 花見,grilled-hanami [grilled-hanami],ханами (grilled),hanami (grilled)
culture,🎍,sweet 祭り,sweet-matsuri [swet-matsuri],мацури (sweet),festival (sweet)
culture,🎶,お盆,obon [obon],обон,Obon
culture,🪗,書道,shodo [shodo],сёдо,calligraphy
culture,🎴,cold 浮世絵,cold-ukiyoe [cold-ukiyoe],укиёэ (cold),ukiyo-e (cold)
culture,🎌,sweet お盆,sweet-obon [swet-obon],обон (sweet),Obon (sweet)
